ID_global,Modulo,Modulo_carpeta,Orden_modulo,Pantalla,Archivo_ordenado,Archivo_mockup,Etapa,Funcionalidad_operacion,Nombre_original
NC-060,DOCENTE,02_docente,14,Anal Ética De Grupo Desempeño Colectivo,01_imagenes_ordenadas/02_docente/014_anal_etica_de_grupo_desempeno_colectivo.png,02_mockups_anotados/02_docente/014_anal_etica_de_grupo_desempeno_colectivo_mockup_anotado.png,Soporte general,Consultar una vista del sistema y entender su estado operativo.,anal_tica_de_grupo_desempe_o_colectivo
NC-061,DOCENTE,02_docente,15,Análisis De Errores Detalle Grupo 1,01_imagenes_ordenadas/02_docente/015_analisis_de_errores_detalle_grupo_1.png,02_mockups_anotados/02_docente/015_analisis_de_errores_detalle_grupo_1_mockup_anotado.png,Soporte general,Consultar una vista del sistema y entender su estado operativo.,an_lisis_de_errores_detalle_grupo_1
NC-062,DOCENTE,02_docente,16,Análisis De Errores Detalle Grupo 2,01_imagenes_ordenadas/02_docente/016_analisis_de_errores_detalle_grupo_2.png,02_mockups_anotados/02_docente/016_analisis_de_errores_detalle_grupo_2_mockup_anotado.png,Soporte general,Consultar una vista del sistema y entender su estado operativo.,an_lisis_de_errores_detalle_grupo_2
NC-063,DOCENTE,02_docente,17,Protocolo De Intervención Control Docente,01_imagenes_ordenadas/02_docente/017_protocolo_de_intervencion_control_docente.png,02_mockups_anotados/02_docente/017_protocolo_de_intervencion_control_docente_mockup_anotado.png,Soporte general,Consultar una vista del sistema y entender su estado operativo.,protocolo_de_intervenci_n_control_docente
NC-064,ADMINISTRADOR,03_administrador,1,Panel De Control Administrador 1,01_imagenes_ordenadas/03_administrador/001_panel_de_control_administrador_1.png,02_mockups_anotados/03_administrador/001_panel_de_control_administrador_1_mockup_anotado.png,Panel de administración,"Ver estado global del sistema, métricas técnicas, riesgos y acciones administrativas.",panel_de_control_administrador_1
NC-065,ADMINISTRADOR,03_administrador,2,Panel De Control Administrador 2,01_imagenes_ordenadas/03_administrador/002_panel_de_control_administrador_2.png,02_mockups_anotados/03_administrador/002_panel_de_control_administrador_2_mockup_anotado.png,Panel de administración,"Ver estado global del sistema, métricas técnicas, riesgos y acciones administrativas.",panel_de_control_administrador_2
NC-066,ADMINISTRADOR,03_administrador,3,Panel De Control Administrador 3,01_imagenes_ordenadas/03_administrador/003_panel_de_control_administrador_3.png,02_mockups_anotados/03_administrador/003_panel_de_control_administrador_3_mockup_anotado.png,Panel de administración,"Ver estado global del sistema, métricas técnicas, riesgos y acciones administrativas.",panel_de_control_administrador_3
NC-067,ADMINISTRADOR,03_administrador,4,Directorio De Usuarios Admin 1,01_imagenes_ordenadas/03_administrador/004_directorio_de_usuarios_admin_1.png,02_mockups_anotados/03_administrador/004_directorio_de_usuarios_admin_1_mockup_anotado.png,"Usuarios, permisos y licencias","Administrar usuarios, roles, permisos, entidades académicas, licencias y tokens/API.",directorio_de_usuarios_admin_1
NC-068,ADMINISTRADOR,03_administrador,5,Directorio De Usuarios Admin 2,01_imagenes_ordenadas/03_administrador/005_directorio_de_usuarios_admin_2.png,02_mockups_anotados/03_administrador/005_directorio_de_usuarios_admin_2_mockup_anotado.png,"Usuarios, permisos y licencias","Administrar usuarios, roles, permisos, entidades académicas, licencias y tokens/API.",directorio_de_usuarios_admin_2
NC-069,ADMINISTRADOR,03_administrador,6,Gestión De Licencias Entidad Académica,01_imagenes_ordenadas/03_administrador/006_gestion_de_licencias_entidad_academica.png,02_mockups_anotados/03_administrador/006_gestion_de_licencias_entidad_academica_mockup_anotado.png,"Usuarios, permisos y licencias","Administrar usuarios, roles, permisos, entidades académicas, licencias y tokens/API.",gesti_n_de_licencias_entidad_acad_mica
NC-070,ADMINISTRADOR,03_administrador,7,Gestión De Permisos Configuración,01_imagenes_ordenadas/03_administrador/007_gestion_de_permisos_configuracion.png,02_mockups_anotados/03_administrador/007_gestion_de_permisos_configuracion_mockup_anotado.png,"Usuarios, permisos y licencias","Administrar usuarios, roles, permisos, entidades académicas, licencias y tokens/API.",gesti_n_de_permisos_configuraci_n
NC-071,ADMINISTRADOR,03_administrador,8,Gestión De Tokens Seguridad Api,01_imagenes_ordenadas/03_administrador/008_gestion_de_tokens_seguridad_api.png,02_mockups_anotados/03_administrador/008_gestion_de_tokens_seguridad_api_mockup_anotado.png,"Usuarios, permisos y licencias","Administrar usuarios, roles, permisos, entidades académicas, licencias y tokens/API.",gesti_n_de_tokens_seguridad_api
NC-072,ADMINISTRADOR,03_administrador,9,Infraestructura Carga De Nodos,01_imagenes_ordenadas/03_administrador/009_infraestructura_carga_de_nodos.png,02_mockups_anotados/03_administrador/009_infraestructura_carga_de_nodos_mockup_anotado.png,Infraestructura y servicios,"Monitorear nodos, topología, carga, salud del sistema y mantenimiento técnico.",infraestructura_carga_de_nodos
NC-073,ADMINISTRADOR,03_administrador,10,Infraestructura Estado De Nodos,01_imagenes_ordenadas/03_administrador/010_infraestructura_estado_de_nodos.png,02_mockups_anotados/03_administrador/010_infraestructura_estado_de_nodos_mockup_anotado.png,Infraestructura y servicios,"Monitorear nodos, topología, carga, salud del sistema y mantenimiento técnico.",infraestructura_estado_de_nodos
NC-074,ADMINISTRADOR,03_administrador,11,Mantenimiento De Servicios Panel Técnico,01_imagenes_ordenadas/03_administrador/011_mantenimiento_de_servicios_panel_tecnico.png,02_mockups_anotados/03_administrador/011_mantenimiento_de_servicios_panel_tecnico_mockup_anotado.png,Infraestructura y servicios,"Monitorear nodos, topología, carga, salud del sistema y mantenimiento técnico.",mantenimiento_de_servicios_panel_t_cnico
NC-075,ADMINISTRADOR,03_administrador,12,Optimizaci N De Salud De Nodos,01_imagenes_ordenadas/03_administrador/012_optimizaci_n_de_salud_de_nodos.png,02_mockups_anotados/03_administrador/012_optimizaci_n_de_salud_de_nodos_mockup_anotado.png,Infraestructura y servicios,"Monitorear nodos, topología, carga, salud del sistema y mantenimiento técnico.",optimizaci_n_de_salud_de_nodos
NC-076,ADMINISTRADOR,03_administrador,13,Configuración De Redes Neuronales Ai,01_imagenes_ordenadas/03_administrador/013_configuracion_de_redes_neuronales_ai.png,02_mockups_anotados/03_administrador/013_configuracion_de_redes_neuronales_ai_mockup_anotado.png,"Seguridad, auditoría e IA","Revisar auditoría, respaldos, integridad de IA, sesgos, seguridad y configuración avanzada.",configuraci_n_de_redes_neuronales_ai
NC-077,ADMINISTRADOR,03_administrador,14,Gestión De Respaldos Seguridad De Datos 1,01_imagenes_ordenadas/03_administrador/014_gestion_de_respaldos_seguridad_de_datos_1.png,02_mockups_anotados/03_administrador/014_gestion_de_respaldos_seguridad_de_datos_1_mockup_anotado.png,"Seguridad, auditoría e IA","Revisar auditoría, respaldos, integridad de IA, sesgos, seguridad y configuración avanzada.",gesti_n_de_respaldos_seguridad_de_datos_1
NC-078,ADMINISTRADOR,03_administrador,15,Gestión De Respaldos Seguridad De Datos 2,01_imagenes_ordenadas/03_administrador/015_gestion_de_respaldos_seguridad_de_datos_2.png,02_mockups_anotados/03_administrador/015_gestion_de_respaldos_seguridad_de_datos_2_mockup_anotado.png,"Seguridad, auditoría e IA","Revisar auditoría, respaldos, integridad de IA, sesgos, seguridad y configuración avanzada.",gesti_n_de_respaldos_seguridad_de_datos_2
NC-079,ADMINISTRADOR,03_administrador,16,Reporte De Integridad Ia Diagnóstico Avanzado,01_imagenes_ordenadas/03_administrador/016_reporte_de_integridad_ia_diagnostico_avanzado.png,02_mockups_anotados/03_administrador/016_reporte_de_integridad_ia_diagnostico_avanzado_mockup_anotado.png,"Seguridad, auditoría e IA","Revisar auditoría, respaldos, integridad de IA, sesgos, seguridad y configuración avanzada.",reporte_de_integridad_ia_diagn_stico_avanzado
NC-080,ADMINISTRADOR,03_administrador,17,Alerta Cr Ética Inestabilidad De Simulación,01_imagenes_ordenadas/03_administrador/017_alerta_cr_etica_inestabilidad_de_simulacion.png,02_mockups_anotados/03_administrador/017_alerta_cr_etica_inestabilidad_de_simulacion_mockup_anotado.png,Alertas y protocolos críticos,"Configurar alertas, atender incidentes y ejecutar protocolos de emergencia o apagado.",alerta_cr_tica_inestabilidad_de_simulaci_n
NC-081,ADMINISTRADOR,03_administrador,18,Configuración De Alertas Del Sistema,01_imagenes_ordenadas/03_administrador/018_configuracion_de_alertas_del_sistema.png,02_mockups_anotados/03_administrador/018_configuracion_de_alertas_del_sistema_mockup_anotado.png,Alertas y protocolos críticos,"Configurar alertas, atender incidentes y ejecutar protocolos de emergencia o apagado.",configuraci_n_de_alertas_del_sistema
NC-082,ADMINISTRADOR,03_administrador,19,Configuración De Alertas Hive,01_imagenes_ordenadas/03_administrador/019_configuracion_de_alertas_hive.png,02_mockups_anotados/03_administrador/019_configuracion_de_alertas_hive_mockup_anotado.png,Alertas y protocolos críticos,"Configurar alertas, atender incidentes y ejecutar protocolos de emergencia o apagado.",configuraci_n_de_alertas_hive
NC-083,ADMINISTRADOR,03_administrador,20,Protocolo De Apagado De Emergencia,01_imagenes_ordenadas/03_administrador/020_protocolo_de_apagado_de_emergencia.png,02_mockups_anotados/03_administrador/020_protocolo_de_apagado_de_emergencia_mockup_anotado.png,Alertas y protocolos críticos,"Configurar alertas, atender incidentes y ejecutar protocolos de emergencia o apagado.",protocolo_de_apagado_de_emergencia
NC-084,ADMINISTRADOR,03_administrador,21,Reporte De Incidentes Cl Nicos,01_imagenes_ordenadas/03_administrador/021_reporte_de_incidentes_cl_nicos.png,02_mockups_anotados/03_administrador/021_reporte_de_incidentes_cl_nicos_mockup_anotado.png,Alertas y protocolos críticos,"Configurar alertas, atender incidentes y ejecutar protocolos de emergencia o apagado.",reporte_de_incidentes_cl_nicos
NC-085,GENERAL / APOYO,04_general_y_apoyo,1,Mapa De Navegaci N Del Sistema,01_imagenes_ordenadas/04_general_y_apoyo/001_mapa_de_navegaci_n_del_sistema.png,02_mockups_anotados/04_general_y_apoyo/001_mapa_de_navegaci_n_del_sistema_mockup_anotado.png,Mapa global del sistema,"Visualizar navegación, ecosistema, conexiones entre módulos y arquitectura funcional.",mapa_de_navegaci_n_del_sistema
NC-086,GENERAL / APOYO,04_general_y_apoyo,2,Mapa Del Ecosistema Neurocommand,01_imagenes_ordenadas/04_general_y_apoyo/002_mapa_del_ecosistema_neurocommand.png,02_mockups_anotados/04_general_y_apoyo/002_mapa_del_ecosistema_neurocommand_mockup_anotado.png,Mapa global del sistema,"Visualizar navegación, ecosistema, conexiones entre módulos y arquitectura funcional.",mapa_del_ecosistema_neurocommand
NC-087,GENERAL / APOYO,04_general_y_apoyo,3,Imagen Complementaria 1,01_imagenes_ordenadas/04_general_y_apoyo/003_imagen_complementaria_1.png,02_mockups_anotados/04_general_y_apoyo/003_imagen_complementaria_1_mockup_anotado.png,Material visual complementario,Usar como recurso gráfico de apoyo para presentación o ambientación del prototipo.,image.png_1
NC-088,GENERAL / APOYO,04_general_y_apoyo,4,Imagen Complementaria 10,01_imagenes_ordenadas/04_general_y_apoyo/004_imagen_complementaria_10.png,02_mockups_anotados/04_general_y_apoyo/004_imagen_complementaria_10_mockup_anotado.png,Material visual complementario,Usar como recurso gráfico de apoyo para presentación o ambientación del prototipo.,image.png_10
NC-089,GENERAL / APOYO,04_general_y_apoyo,5,Imagen Complementaria 11,01_imagenes_ordenadas/04_general_y_apoyo/005_imagen_complementaria_11.png,02_mockups_anotados/04_general_y_apoyo/005_imagen_complementaria_11_mockup_anotado.png,Material visual complementario,Usar como recurso gráfico de apoyo para presentación o ambientación del prototipo.,image.png_11
NC-090,GENERAL / APOYO,04_general_y_apoyo,6,Imagen Complementaria 12,01_imagenes_ordenadas/04_general_y_apoyo/006_imagen_complementaria_12.png,02_mockups_anotados/04_general_y_apoyo/006_imagen_complementaria_12_mockup_anotado.png,Material visual complementario,Usar como recurso gráfico de apoyo para presentación o ambientación del prototipo.,image.png_12
NC-091,GENERAL / APOYO,04_general_y_apoyo,7,Imagen Complementaria 13,01_imagenes_ordenadas/04_general_y_apoyo/007_imagen_complementaria_13.png,02_mockups_anotados/04_general_y_apoyo/007_imagen_complementaria_13_mockup_anotado.png,Material visual complementario,Usar como recurso gráfico de apoyo para presentación o ambientación del prototipo.,image.png_13
NC-092,GENERAL / APOYO,04_general_y_apoyo,8,Imagen Complementaria 14,01_imagenes_ordenadas/04_general_y_apoyo/008_imagen_complementaria_14.png,02_mockups_anotados/04_general_y_apoyo/008_imagen_complementaria_14_mockup_anotado.png,Material visual complementario,Usar como recurso gráfico de apoyo para presentación o ambientación del prototipo.,image.png_14
NC-093,GENERAL / APOYO,04_general_y_apoyo,9,Imagen Complementaria 2,01_imagenes_ordenadas/04_general_y_apoyo/009_imagen_complementaria_2.png,02_mockups_anotados/04_general_y_apoyo/009_imagen_complementaria_2_mockup_anotado.png,Material visual complementario,Usar como recurso gráfico de apoyo para presentación o ambientación del prototipo.,image.png_2
NC-094,GENERAL / APOYO,04_general_y_apoyo,10,Imagen Complementaria 3,01_imagenes_ordenadas/04_general_y_apoyo/010_imagen_complementaria_3.png,02_mockups_anotados/04_general_y_apoyo/010_imagen_complementaria_3_mockup_anotado.png,Material visual complementario,Usar como recurso gráfico de apoyo para presentación o ambientación del prototipo.,image.png_3
NC-095,GENERAL / APOYO,04_general_y_apoyo,11,Imagen Complementaria 4,01_imagenes_ordenadas/04_general_y_apoyo/011_imagen_complementaria_4.png,02_mockups_anotados/04_general_y_apoyo/011_imagen_complementaria_4_mockup_anotado.png,Material visual complementario,Usar como recurso gráfico de apoyo para presentación o ambientación del prototipo.,image.png_4
NC-096,GENERAL / APOYO,04_general_y_apoyo,12,Imagen Complementaria 5,01_imagenes_ordenadas/04_general_y_apoyo/012_imagen_complementaria_5.png,02_mockups_anotados/04_general_y_apoyo/012_imagen_complementaria_5_mockup_anotado.png,Material visual complementario,Usar como recurso gráfico de apoyo para presentación o ambientación del prototipo.,image.png_5
NC-097,GENERAL / APOYO,04_general_y_apoyo,13,Imagen Complementaria 6,01_imagenes_ordenadas/04_general_y_apoyo/013_imagen_complementaria_6.png,02_mockups_anotados/04_general_y_apoyo/013_imagen_complementaria_6_mockup_anotado.png,Material visual complementario,Usar como recurso gráfico de apoyo para presentación o ambientación del prototipo.,image.png_6
NC-098,GENERAL / APOYO,04_general_y_apoyo,14,Imagen Complementaria 7,01_imagenes_ordenadas/04_general_y_apoyo/014_imagen_complementaria_7.png,02_mockups_anotados/04_general_y_apoyo/014_imagen_complementaria_7_mockup_anotado.png,Material visual complementario,Usar como recurso gráfico de apoyo para presentación o ambientación del prototipo.,image.png_7
NC-099,GENERAL / APOYO,04_general_y_apoyo,15,Imagen Complementaria 8,01_imagenes_ordenadas/04_general_y_apoyo/015_imagen_complementaria_8.png,02_mockups_anotados/04_general_y_apoyo/015_imagen_complementaria_8_mockup_anotado.png,Material visual complementario,Usar como recurso gráfico de apoyo para presentación o ambientación del prototipo.,image.png_8
NC-100,GENERAL / APOYO,04_general_y_apoyo,16,Imagen Complementaria 9,01_imagenes_ordenadas/04_general_y_apoyo/016_imagen_complementaria_9.png,02_mockups_anotados/04_general_y_apoyo/016_imagen_complementaria_9_mockup_anotado.png,Material visual complementario,Usar como recurso gráfico de apoyo para presentación o ambientación del prototipo.,image.png_9
NC-101,GENERAL / APOYO,04_general_y_apoyo,17,Biblioteca De Rúbricas Gestión Formativa,01_imagenes_ordenadas/04_general_y_apoyo/017_biblioteca_de_rubricas_gestion_formativa.png,02_mockups_anotados/04_general_y_apoyo/017_biblioteca_de_rubricas_gestion_formativa_mockup_anotado.png,Soporte general,Consultar una vista del sistema y entender su estado operativo.,biblioteca_de_r_bricas_gesti_n_formativa
NC-102,GENERAL / APOYO,04_general_y_apoyo,18,Bit Cora De Reflexión Clínica 1,01_imagenes_ordenadas/04_general_y_apoyo/018_bit_cora_de_reflexion_clinica_1.png,02_mockups_anotados/04_general_y_apoyo/018_bit_cora_de_reflexion_clinica_1_mockup_anotado.png,Soporte general,Consultar una vista del sistema y entender su estado operativo.,bit_cora_de_reflexi_n_cl_nica_1
NC-103,GENERAL / APOYO,04_general_y_apoyo,19,Bit Cora De Reflexión Clínica 2,01_imagenes_ordenadas/04_general_y_apoyo/019_bit_cora_de_reflexion_clinica_2.png,02_mockups_anotados/04_general_y_apoyo/019_bit_cora_de_reflexion_clinica_2_mockup_anotado.png,Soporte general,Consultar una vista del sistema y entender su estado operativo.,bit_cora_de_reflexi_n_cl_nica_2
NC-104,GENERAL / APOYO,04_general_y_apoyo,20,Bit Cora De Reflexión Clínica 3,01_imagenes_ordenadas/04_general_y_apoyo/020_bit_cora_de_reflexion_clinica_3.png,02_mockups_anotados/04_general_y_apoyo/020_bit_cora_de_reflexion_clinica_3_mockup_anotado.png,Soporte general,Consultar una vista del sistema y entender su estado operativo.,bit_cora_de_reflexi_n_cl_nica_3
NC-105,GENERAL / APOYO,04_general_y_apoyo,21,Calibración Biométrica,01_imagenes_ordenadas/04_general_y_apoyo/021_calibracion_biometrica.png,02_mockups_anotados/04_general_y_apoyo/021_calibracion_biometrica_mockup_anotado.png,Soporte general,Consultar una vista del sistema y entender su estado operativo.,calibraci_n_biom_trica
NC-106,GENERAL / APOYO,04_general_y_apoyo,22,Configuración Modo De Simulación,01_imagenes_ordenadas/04_general_y_apoyo/022_configuracion_modo_de_simulacion.png,02_mockups_anotados/04_general_y_apoyo/022_configuracion_modo_de_simulacion_mockup_anotado.png,Soporte general,Consultar una vista del sistema y entender su estado operativo.,configuraci_n_modo_de_simulaci_n
NC-107,GENERAL / APOYO,04_general_y_apoyo,23,Configurador De Rúbricas Formativas 1,01_imagenes_ordenadas/04_general_y_apoyo/023_configurador_de_rubricas_formativas_1.png,02_mockups_anotados/04_general_y_apoyo/023_configurador_de_rubricas_formativas_1_mockup_anotado.png,Soporte general,Consultar una vista del sistema y entender su estado operativo.,configurador_de_r_bricas_formativas_1
NC-108,GENERAL / APOYO,04_general_y_apoyo,24,Configurador De Rúbricas Formativas 2,01_imagenes_ordenadas/04_general_y_apoyo/024_configurador_de_rubricas_formativas_2.png,02_mockups_anotados/04_general_y_apoyo/024_configurador_de_rubricas_formativas_2_mockup_anotado.png,Soporte general,Consultar una vista del sistema y entender su estado operativo.,configurador_de_r_bricas_formativas_2
NC-109,GENERAL / APOYO,04_general_y_apoyo,25,Detalle De Logro Certificaci N De Competencia,01_imagenes_ordenadas/04_general_y_apoyo/025_detalle_de_logro_certificaci_n_de_competencia.png,02_mockups_anotados/04_general_y_apoyo/025_detalle_de_logro_certificaci_n_de_competencia_mockup_anotado.png,Soporte general,Consultar una vista del sistema y entender su estado operativo.,detalle_de_logro_certificaci_n_de_competencia
NC-110,GENERAL / APOYO,04_general_y_apoyo,26,Expediente Metadatos Clínicos Ia,01_imagenes_ordenadas/04_general_y_apoyo/026_expediente_metadatos_clinicos_ia.png,02_mockups_anotados/04_general_y_apoyo/026_expediente_metadatos_clinicos_ia_mockup_anotado.png,Soporte general,Consultar una vista del sistema y entender su estado operativo.,expediente_metadatos_cl_nicos_ia
NC-111,GENERAL / APOYO,04_general_y_apoyo,27,Gestión De Casos Académicos 1,01_imagenes_ordenadas/04_general_y_apoyo/027_gestion_de_casos_academicos_1.png,02_mockups_anotados/04_general_y_apoyo/027_gestion_de_casos_academicos_1_mockup_anotado.png,Soporte general,Consultar una vista del sistema y entender su estado operativo.,gesti_n_de_casos_acad_micos_1
NC-112,GENERAL / APOYO,04_general_y_apoyo,28,Gestión De Casos Académicos 2,01_imagenes_ordenadas/04_general_y_apoyo/028_gestion_de_casos_academicos_2.png,02_mockups_anotados/04_general_y_apoyo/028_gestion_de_casos_academicos_2_mockup_anotado.png,Soporte general,Consultar una vista del sistema y entender su estado operativo.,gesti_n_de_casos_acad_micos_2
NC-113,GENERAL / APOYO,04_general_y_apoyo,29,Gestión De Casos Académicos 3,01_imagenes_ordenadas/04_general_y_apoyo/029_gestion_de_casos_academicos_3.png,02_mockups_anotados/04_general_y_apoyo/029_gestion_de_casos_academicos_3_mockup_anotado.png,Soporte general,Consultar una vista del sistema y entender su estado operativo.,gesti_n_de_casos_acad_micos_3
NC-114,GENERAL / APOYO,04_general_y_apoyo,30,Historial Cl Nico Del Sujeto,01_imagenes_ordenadas/04_general_y_apoyo/030_historial_cl_nico_del_sujeto.png,02_mockups_anotados/04_general_y_apoyo/030_historial_cl_nico_del_sujeto_mockup_anotado.png,Soporte general,Consultar una vista del sistema y entender su estado operativo.,historial_cl_nico_del_sujeto
NC-115,GENERAL / APOYO,04_general_y_apoyo,31,Interfaz De Diálogo Din Mico Ai,01_imagenes_ordenadas/04_general_y_apoyo/031_interfaz_de_dialogo_din_mico_ai.png,02_mockups_anotados/04_general_y_apoyo/031_interfaz_de_dialogo_din_mico_ai_mockup_anotado.png,Soporte general,Consultar una vista del sistema y entender su estado operativo.,interfaz_de_di_logo_din_mico_ai
NC-116,GENERAL / APOYO,04_general_y_apoyo,32,Planificación De Sesiones Calendario Académico,01_imagenes_ordenadas/04_general_y_apoyo/032_planificacion_de_sesiones_calendario_academico.png,02_mockups_anotados/04_general_y_apoyo/032_planificacion_de_sesiones_calendario_academico_mockup_anotado.png,Soporte general,Consultar una vista del sistema y entender su estado operativo.,planificaci_n_de_sesiones_calendario_acad_mico
NC-117,GENERAL / APOYO,04_general_y_apoyo,33,Registro De Auditoría Seguridad Del Sistema 1,01_imagenes_ordenadas/04_general_y_apoyo/033_registro_de_auditoria_seguridad_del_sistema_1.png,02_mockups_anotados/04_general_y_apoyo/033_registro_de_auditoria_seguridad_del_sistema_1_mockup_anotado.png,Soporte general,Consultar una vista del sistema y entender su estado operativo.,registro_de_auditor_a_seguridad_del_sistema_1
NC-118,GENERAL / APOYO,04_general_y_apoyo,34,Registro De Auditoría Seguridad Del Sistema 2,01_imagenes_ordenadas/04_general_y_apoyo/034_registro_de_auditoria_seguridad_del_sistema_2.png,02_mockups_anotados/04_general_y_apoyo/034_registro_de_auditoria_seguridad_del_sistema_2_mockup_anotado.png,Soporte general,Consultar una vista del sistema y entender su estado operativo.,registro_de_auditor_a_seguridad_del_sistema_2
NC-119,GENERAL / APOYO,04_general_y_apoyo,35,Reporte De Ética Y Sesgos Ia,01_imagenes_ordenadas/04_general_y_apoyo/035_reporte_de_etica_y_sesgos_ia.png,02_mockups_anotados/04_general_y_apoyo/035_reporte_de_etica_y_sesgos_ia_mockup_anotado.png,Soporte general,Consultar una vista del sistema y entender su estado operativo.,reporte_de_tica_y_sesgos_ia
NC-120,GENERAL / APOYO,04_general_y_apoyo,36,Revisión De Bit Cora Seguimiento 1,01_imagenes_ordenadas/04_general_y_apoyo/036_revision_de_bit_cora_seguimiento_1.png,02_mockups_anotados/04_general_y_apoyo/036_revision_de_bit_cora_seguimiento_1_mockup_anotado.png,Soporte general,Consultar una vista del sistema y entender su estado operativo.,revisi_n_de_bit_cora_seguimiento_1
NC-121,GENERAL / APOYO,04_general_y_apoyo,37,Revisión De Bit Cora Seguimiento 2,01_imagenes_ordenadas/04_general_y_apoyo/037_revision_de_bit_cora_seguimiento_2.png,02_mockups_anotados/04_general_y_apoyo/037_revision_de_bit_cora_seguimiento_2_mockup_anotado.png,Soporte general,Consultar una vista del sistema y entender su estado operativo.,revisi_n_de_bit_cora_seguimiento_2
NC-122,GENERAL / APOYO,04_general_y_apoyo,38,Topología Global De Red Neurocommand,01_imagenes_ordenadas/04_general_y_apoyo/038_topologia_global_de_red_neurocommand.png,02_mockups_anotados/04_general_y_apoyo/038_topologia_global_de_red_neurocommand_mockup_anotado.png,Soporte general,Consultar una vista del sistema y entender su estado operativo.,topolog_a_global_de_red_neurocommand
